Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History,Data Notes
1908/12/31,2.77155778011942E-10,0.0208518553449709,,27.7,,,,,0.000237899,298.486206506024,97.59,,16799.5999523048,,,,,,5.9070748E-07,,1.5062E-06,55.8086612,,,107.173072775402,0.0043,,2.28358208154156E-09,3.40873806570897E-14,3.31282745659932E-09,0.32977,113.076922534712,9.54567286587098,,751.155843917702,1256.17571374279,66.9511330884008,71.8269565949058,3029.8,3353.887803,2104.18032974357,,145525.6746,132.207300031662,,1696.01450938978,56.903272623053,0.0387279468228648,1.94881514296815,3996.58242325124
1909/06/30,,,,,,,,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909/12/31,3.1648811614565E-10,0.0228868163092269,,33.4,,,,,0.000230142,334.428034457831,99.03,,16952.5756767674,,,,,,6.3880013E-07,,1.613E-06,54.1436221,,,111.199108645428,0.005075,,2.38672825741667E-09,3.68141703434389E-14,3.46914906759192E-09,0.334,113.08718775452,9.92888388499538,,794.285419704451,1272.61527273712,67.9673556442069,73.3955981873475,2998.35181818182,3536.1702,2146.73200476366,,160140.665,132.612507231382,,1748.62635260266,61.1340377494257,0.0396239083934701,1.9875260817427,4011.4396069808
1910/06/30,,,,,,,,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910/12/31,3.66796920735277E-10,0.0268441659351621,,35.3,,,,,0.000261994,337.06935626506,107.09,,17489.6082804697,,,,,,6.5650896E-07,,1.7207E-06,61.3645165,,,127.262991403768,0.00555,,2.46350947440872E-09,3.52872791812465E-14,3.83184340641436E-09,0.368945182,115.509768143302,10.3745861889096,,845.060885028322,1387.69218569739,68.7444670104115,70.2402846393326,3231.54818181818,3739.105049,2239.28189793236,,168588.2329,140.276108977453,,1838.54477554831,62.3728384634968,0.0410216783064323,2.04330408545292,4165.31758132265
1911/06/30,,,,,,,,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911/12/31,3.71370448425243E-10,0.0282556495012469,300,35.8,,,,,0.000256236,387.338259879518,107.09,,17942.9895061426,,,0.000541,,,6.6550694E-07,,1.6957E-06,56.1938341,,,132.939701808175,0.005875,,2.5883932898527E-09,4.52524919554502E-14,3.96038041432361E-09,0.384475833,117.689737052791,11.5237027893837,,930.133022811803,1479.5603094892,67.7342222343455,75.8417174521895,3301.94090909091,3964.86524,2330.76799922556,,176097.0955,144.807808134149,,1961.9434623567,68.737127586107,0.0438950168237611,2.11329791127414,4736.2579275014
1912/06/30,,,,,,,,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912/12/31,4.11617492096944E-10,0.0297450677389859,316,39.4,,,,,0.0002868372,486.122466385542,105.49,,19070.6655414555,,,0.000531,,,7.328276E-07,,1.9603E-06,49.9849213,,,134.429335128604,0.005725,,2.77440076507452E-09,4.39923635658943E-14,4.27741413976345E-09,0.394678728,122.747153724646,12.1284738182175,,975.801371864746,1624.61524179207,71.2013344835662,77.1759643239215,3508.17363636364,4117.025442,2433.95581114928,,188816.7487,152.382060326246,,2065.25399084745,75.2485300103513,0.0469822411817572,2.24003078007242,5066.29965177945
1913/06/30,,,,,,,,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913/12/31,4.1619101978691E-10,0.0783027001496259,318,39.6,,,,,0.0003244279,478.518888072289,109.77,1188.20015842669,19869.2820123656,,,0.000581,,,6.8573244E-07,,2.0266E-06,48.025898,,0.00578041221137455,140.387868075702,0.006125,4.74308300395257E-05,2.82158866087132E-09,4.5743728446294E-14,4.26895140933643E-09,0.469087338,127.44598653109,12.6733358467569,,1019.902524775,1795.78006190944,72.2773348367727,82.8735590734797,3789.17090909091,4009.218595,2531.8246636955,,194325.9733,156.821347455081,,2201.08820423344,75.5698925386878,0.046367206141339,2.41007210216407,5319.9330025912
1914/06/30,,,,,,,,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914/12/31,3.6103427584592E-10,0.164831838237739,303,38.6,,,,,0.0002969262,454.063648915663,106.33,,20717.8120127076,,,0.000556,,,7.5826416E-07,,,53.8756005,,,157.820603160353,0.0057,,2.93242910025719E-09,6.49179701704263E-14,,0.49158053,129.946976050496,11.9802506881788,,1153.21980311288,1855.73610059463,67.495111044744,82.5069416898056,3892.83454545455,4200,2564.80221183607,,183000,,,2419.18820882501,,,2.52520864048653,5028.0954650463
1915/06/30,,,,,,,,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915/12/31,3.93963675213675E-10,0.520603631005819,307,40,,,,,0.0003342728,543.925745301205,112.01,,21520.5879444037,,,0.000566,,,8.807088E-07,,,67.8217427,,,178.474166706789,0.00545,,3.12075023513609E-09,7.5869340199999E-14,,0.672263539,155.522191232107,13.3194234275179,,1363.16494675651,2508.48329595751,72.2175570393723,90.8429795776087,4485.56636363636,4400,3086.0602308322,,188000,,,2761.64347919249,,,2.51413177524038,5296.58599958761
1916/06/30,,,,,,,,969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916/12/31,4.05031612223393E-10,5.4801065843724,343,48.3,,,,,0.000389039,544.360807228916,133.38,,22060.3935219633,,,0.000615,,,9.9003075E-07,,,57.9807864,,,185.237906894816,0.0072,,4.57351327563047E-09,1.00537955283678E-13,,0.696572272,181.197198515223,18.9792745846395,,1559.59249563837,3743.38428629589,82.6786715844349,104.822521125575,5626.95545454545,4600,3597.74412294881,,193000,,,3603.43297059859,,,2.76738922386318,6521.24242986693
1917/06/30,,,,,,,,1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917/12/31,4.40888069312727E-10,5.76976379426434,375,60.4,,,,,0.0004046769,576.522912168675,166.28,,23023.0776127653,,,0.000838,,,1.25161982E-06,,,86.9472835,,,196.551067483797,0.00935,,6.8333668941773E-09,1.43579883030331E-13,,0.773224998,225.686075643026,27.1274150815744,,1548.60944989444,4341.01060738368,85.5480058596521,114.08411765413,6475.88818181818,5480,4481.75517149123,,196361.8173,,,3829.18560693022,,,3.89721792446008,9118.06590031191
1918/06/30,,,,,,,,1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918/12/31,6.52367989696757E-10,6.0737090286783,416,76.4,,,,,0.0004041934,612.625759036145,201.71,,25409.6837793046,,,0.001243,,,1.65517638E-06,,,98.0677645,,,213.903281626852,0.011275,,7.53284539515607E-09,2.24057235095528E-13,,0.96902002,269.407052331638,37.2881881142609,,1731.94182885085,4881.58198843235,103.840011864162,138.38904715541,8778.75090909091,6320,5346.61796627461,,246649.7927,,,4559.05535913801,,,6.24723884199249,12563.8712981602
1919/06/30,,,,,,,,1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919/12/31,6.42672110994029E-10,6.39324119700748,507,84,,,,,0.0004251747,737.471943253012,224.19,,31043.4423327735,,,0.001799,,,1.89673176E-06,,,143.9520996,,,253.519473798202,0.014275,,1.13530741312709E-08,3.09147938552997E-13,,1.539452254,291.305891225867,40.4039725864678,,2336.00934476712,5990.76870410825,133.131132590337,149.189234671186,10587.2381818182,6940,5743.41233583697,,245486.7454,,,5568.24616985781,,,9.0370791408288,16399.1471552048
1920/06/30,,,,,,,,1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920/12/31,7.98263523006674E-10,6.7309581234414,558,91.5,,,,,0.0005503512,916.061218554217,241.7,,33602.4350407766,,,0.001747,,,2.3469517E-06,,,146.4572155,,,292.894103981314,0.017625,,2.38360750718153E-08,2.86278744093388E-13,,1.384915575,322.255222571415,57.0044466939012,,2654.94009617746,7252.74661514315,186.452927871456,176.637457478394,11994.4390909091,5765,5968,0.995,247449.1192,,,7074.85804368122,267.351213570402,,13.7479743143399,16869.2708975044
1921/03/31,,,,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921/06/30,,,,69.3,,,,1382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921/09/30,,,,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921/12/31,7.34965899777544E-10,7.08556089526185,491,69.6,,,,,0.0004690231,879.718256506024,203.74,,33062.1673009074,0.00533351136993857,,0.001658,,,1.9026018E-06,,,189.055917,,,268.818409870065,0.01435,,4.42285636772735E-08,3.64246518433622E-13,1.65674970842489E-09,1.311427147,357.479807737731,57.482685782458,,2441.61555384339,5268.39514123999,231.352031498865,162.699986777734,8772.34181818182,7100,4901,0.758,203818.6795,,,6057,203.868851159451,,21.8360064785989,15797.4312141577
1922/03/31,,,,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922/06/30,,,,66.6,,,,1378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922/09/30,,,,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922/12/31,6.63161515045077E-10,5.962002659601,439,76.2,,,,,0.0005062026,931.023247831325,194.77,,33033.9754000246,0.00486096291285805,,0.001584,,,1.7026471E-06,,,183.2501921,,,235.12049025867,0.013125,,1.70834172354432E-06,5.75606358146252E-13,,1.318529709,356.189266915573,61.2543705165085,,2272.64561932136,4815.82375245505,366.527564760294,165.140095921532,7437.54363636364,7160,4452,0.77,231010.6822,,,5406,237.265704916633,,25.666708898655,16526.4944443153
1923/03/31,,,,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923/06/30,,,,83.6,,,,1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923/09/30,,,,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923/12/31,7.24995609413418E-10,6.51274103241895,477,82.8,,,,,0.0006234565,1062.06869879518,190.68,,31328.1343154591,0.00473740666490581,,0.001712,,,1.848175E-06,,,164.5402515,,0.00655973965597397,252.915568492987,0.014025,,2797.91400391511,8.84150930139843E-13,,1.250359508,353.608185271257,66.2686505497684,,2240.54133176217,4832.26331144938,555.909604704368,165.368480521198,7460.35181818182,7010,4249,0.88,233068.2577,,,6030,288.069035012966,,27.7468835786354,15837.7578557094
1924/03/31,,,,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924/06/30,,,,85.3,,,,1569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924/09/30,,,,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924/12/31,7.93507054209109E-10,6.01785584413965,513,83.7,,,,,0.0007017222,1223.37223614458,199.81,,32093.0129377717,0.00512433280980889,,0.001838,,,1.948726E-06,,1.197,149.2452778,,0.00790794979079498,266.966433399969,0.01575,,3389.78042782023,1.10625923785322E-12,,1.674301636,352.317644449099,67.3867797362971,,2341.07844280278,5392.17535013843,72.5284015858542,181.121007777097,7733.98818181818,8150,4361,1.169,250392.7167,567.625185206494,,6566,331.252963227773,224.316814798127,29.360260287635,16529.6781265431
1925/03/31,,,,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925/06/30,,,,87.2,,,,1722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925/09/30,,,,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925/12/31,7.66157358623112E-10,6.8049960648379,537,94.9,,,,,0.00078867,1419.55418433735,208.17,,33754.9486029296,0.00544406169705374,,0.001889,,,2.1000903E-06,,1.426,174.2140935,,0.00897567023090036,272.96522673421,0.017525,,3623.62147130129,1.28108603332288E-12,2.41528271842356E-05,1.716545,351.027103626942,83.4909387637055,,2417.95976301031,5447.29622441352,80.4011375034813,192.239731708197,7997.53909090909,9000,4503,1.561,295744.3202,,,6153,377.989715789297,249.267821195759,31.3928347234065,17260.8638115192
1926/03/31,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926/06/30,,,,93.7,,,,1659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926/09/30,,,,93.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926/12/31,7.77957060063224E-10,7.10374565336658,565,97,,,,,0.0006900192,1758.29400722892,201.96,,33519.2458250568,0.00563156372245495,,0.001914,,,2.3323927E-06,,2.154,173.2150835,,0.00969006663567333,249.735000251034,0.017275,,3522.78895508327,1.50665435458046E-12,2.81410104889221E-05,1.441592151,348.446021982626,89.5055958105016,,2473.29741656627,4492.83476986068,84.9024056477282,201.248903152909,8037.56090909091,9400,4344,1.931,308466.9459,,,5529,493.578542495926,249.025578415199,33.6553474678467,16953.1078628355
1927/03/31,,,,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927/06/30,,,,94.2,,,,1729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927/09/30,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927/12/31,8.33205274558014E-10,6.47767042892768,580,94.1,,,,,0.0006858,1848.13030240964,196.64,,33260.8970940158,0.00545815144462724,,0.001904,,,2.193485E-06,,2.337,165.0819962,,0.00890748489074849,245.547922999746,0.016625,,4329.55669690449,1.64856830516358E-12,2.70758737282802E-05,1.566429422,357.479807737731,78.611453981108,,2519.76414855983,4078.94469635651,91.7230523311091,201.248903152909,8187.19454545455,9700,4594,1.98,314509.8992,874.106515238116,,5318,464.21579463288,269.13172920164,35.409416404714,17290.5781789783
1928/03/31,,,,100.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928/06/30,,,,93.4,,,,1739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928/09/30,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928/12/31,7.85091763259571E-10,6.51793667705736,601,103.6,,,,,0.00084392,2209.99016385542,199.31,,33057.0835155023,0.00531833779562864,,0.001891,,,2.2415E-06,,2.501,237.2714169,,0.00932124593212459,270.469084571757,0.0194,,4517.77021970632,1.79509560713897E-12,2.8466874246744E-05,1.756895193,367.804134314994,79.448114157633,,2685.77710922773,4081.84579500257,109.088502475913,196.542978375584,8485.64909090909,9900,4594,2.294,330204.808,,,5437,503.64429375706,282.939567693534,39.4146136975611,17516.6196171495
1929/03/31,,,,105.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929/06/30,,,,103.4,,,,1712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929/09/30,,,,106.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929/12/31,9.25773475002927E-10,6.31660543266833,599,104.6,,,,,0.0009539439,2055.28492409639,199.58,,32552.4022734688,0.00538770270675973,,0.001791,,,2.5503289E-06,,2.633,281.3081713,,0.0101441190144119,271.8781971179,0.01935,5.61264822134387E-05,4277.09580933108,1.72935534979909E-12,3.12975116654362E-05,1.846563444,378.128460892257,81.0935458381321,,2744.07173663783,4201.75787237293,121.372839841687,211.592321469354,8857.84363636364,10000,4686,2.512,335852.1706,,,5802,528.122727556837,292.871521696475,42.3539309218548,17283.1495871136
1930/03/31,,,,101.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930/06/30,,,,98.9,,,,1566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930/09/30,,,,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930/12/31,9.01716719353706E-10,6.06331773815461,551,92.2,,,,,0.0007595775,1617.36991084337,189.85,,28770.0659320751,0.00493357930419841,,0.001517,,,2.3787752E-06,,4.369,239.0355995,,0.0100542383387572,242.810218681745,0.01755,8.55786561264822E-05,3866.60954133361,1.66005362790059E-12,3.06603750643216E-05,1.878375377,387.162246647362,71.3366421005335,,2634.66370403481,4232.70292459754,118.820327892691,211.730554253363,8980.56636363636,9950,4610,2.433,308070.8699,1205.97683118952,,5705,509.307012502344,280.032654326819,41.2523373580704,13850
1931/03/31,,,,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931/06/30,,,,80.6,,,,1287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931/09/30,,,,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931/12/31,7.19415905631659E-10,5.47880767331671,497,77.4,,,,,0.000598455,1035.19080204819,180.57,,23942.3184464691,0.00370343595835808,,0.001405,,,1.8193626E-06,,5.725,164.1380136,,0.00964357663102433,201.664132802823,0.014775,9.3398418972332E-05,3146.79235778791,1.58861075564526E-12,2.74746920587489E-05,1.557997307,397.486573224625,63.5649986830349,,2319.11235131492,3715.34033271733,114.719570991027,207.805945211737,8229.83454545454,9170,4311,1.83,246225.299,,,5369,455.495101050831,250.963520659676,37.1194445761917,12520
1932/03/31,,,,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932/06/30,,,,61.7,,,,1210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932/09/30,,,,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932/12/31,6.1824947312961E-10,4.16430948379052,466,59.5,,,,,0.0006250365,1151.67996216867,178.77,,22043.7556788194,0.00291115861403272,,0.00144,,,2.148552E-06,,8.043,142.0403971,,0.00812645281264528,191.357481223176,0.017225,8.300395256917E-05,2732.37824897726,1.76588305451499E-12,2.38318270645901E-05,1.439888596,388.45278746952,59.6647161811111,,2081.70959331146,3734.68099035772,116.614527168618,207.926147632613,7799.64454545455,8140,4218,1.893,211602.366,,,5112,405.855719201106,231.341855434353,33.1057653812063,13043
1933/03/31,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933/06/30,,,,57.4,,,,1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933/09/30,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933/12/31,6.87584152909495E-10,4.91248236658354,531,57.2,,,,,0.000804286,1251.14966144578,175.95,,21141.6148505691,0.00240284387465024,,0.001677,,,1.62748E-06,,9.7,174.2758015,,0.0146675964667596,214.118062752162,0.017425,6.83794466403162E-05,3054.24597150457,2.04770863302833E-12,2.19447354521287E-05,1.628907904,378.128460892257,54.5745169836851,,2018.768292702,3738.54912188579,118.909994588792,198.424146262306,7758.51909090909,8190,4293,1.582,266815.2892,,,5506,379.202142823386,218.502988064698,33.6420223252654,14334
1934/03/31,,,,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934/06/30,,,,66.6,,,,1356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934/09/30,,,,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934/12/31,7.12921496311907E-10,5.39178061970075,601,66.8,,,,,0.001012263,1846.64049277108,180.11,,21116.1959235436,0.00225110813155099,,0.001899,,,2.090808E-06,,12.87,153.0466743,,0.0163179916317992,228.448799196052,0.019575,6.08695652173913E-05,3476.08531363331,2.24717200641922E-12,2.15653716743658E-05,1.725154456,391.033869113836,54.6463044926586,,2008.20767179437,3933.88976405365,123.54875166706,218.64820357482,8586.56909090909,8109.9995,4512,1.757,303712.0198,895.868503169355,,5967,350.617037397268,217.53401694246,35.4442377302703,15672
1935/03/31,,,,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935/06/30,,,,70.8,,,,1432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935/09/30,,,,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935/12/31,8.50676150333685E-10,5.89705709725686,688,74.3,,,,,0.0010559808,1959.62848554217,189.64,,21606.5501339809,0.00238983795381316,,0.002168,,,2.133648E-06,,18.55,204.0711043,,0.0171021230435456,262.168179201814,0.023125,7.6600790513834E-05,3874.84186522975,2.37577985553297E-12,2.22608719335977E-05,1.767382432,402.648736513256,60.5488903923523,,1977.79308358041,4218.19743136726,124.875818769348,225.962520885171,9216.26363636364,8039.9995,4714,1.795,336824.9552,919.443990094865,,6380,311.624237564353,221.409901431413,39.8056427890267,16734
1936/03/31,,,,79.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936/06/30,,,,84.4,,,,1574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936/09/30,,,,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936/12/31,8.96411427233345E-10,6.94397956857855,767,84.9,,,,,0.0012442144,2182.74252650602,193.04,,22121.3989468245,0.00247871174619986,,0.002481,,,2.449608E-06,,21.384,203.3916386,,0.0206911514024485,324.549032095357,0.024675,8.12411067193676E-05,4247.50248813583,2.49491538361674E-12,2.40020544007657E-05,1.833529416,412.973063090519,62.7629411187489,,2030.59618811854,4690.10947779257,127.458219617043,183.410863894799,9856.15454545454,8020,4981,1.999,356558.3621,1084.47239857343,,6690,375.509370278845,225.770271481484,41.8525460624684,17800
1937/03/31,,,,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937/06/30,,,,93.8,,,,1717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937/09/30,,,,98.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937/12/31,1.03361725793233E-09,8.83259653366584,814,93,,,,,0.0015531116,2282.12492891566,194.38,,22869.1775636837,0.00300003240641942,,0.002704,,,2.806632E-06,,24.38,248.2917229,,0.022092050209205,357.425427525685,0.0264,7.94150197628458E-05,4727.50615792288,3.02061318219868E-12,2.61226006456966E-05,1.990438136,397.486573224625,79.0142903623978,,2243.07588078,5397.01051454853,133.232754845918,192.221701345065,10942.1454545455,8780,5328,2.463,391064.8855,1184.21484325828,,7141,528.638310133134,237.882410509461,46.1736004998545,23426
1938/03/31,,,,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938/06/30,,,,82.6,,,,1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938/09/30,,,,85.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938/12/31,1.00617609179253E-09,9.45737284663342,844,87.4,,,,,0.0016054018,2732.07897710843,194.42,,23140.9290017017,0.00305097226303131,,0.002973,,,3.067246E-06,,25.74,231.3664618,,0.0232512009917868,410.071131158065,0.0299,0.000141501976284585,5272.45371622388,2.97351855340256E-12,2.71196464718682E-05,2.049754275,409.101440624046,86.0974967334101,,2278.98199186593,5634.90060352522,138.379623202088,218.065221833568,11460.9045454545,8870,5495,2.595,387617.5261,1182.40134426401,,7514,631.066518079691,,54.7382350190809,26793
1939/03/31,,,,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939/06/30,,,,89.6,,,,1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939/09/30,,,,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939/12/31,1.06105842407212E-09,10.1120241197007,892,93.5,,,,,0.0017641325,3000.51056144578,192.59,,24605.0591983702,0.00317886381792925,,,,,2.99586E-06,,32.88,266.2506446,,0.024294126762746,441.003220804552,0.0337,,5703.44008490388,2.92799908509339E-12,2.87586925373309E-05,2.354357757,409.101440624046,95.0781657516772,,2199.56615094304,6046.85661126535,139.963734833198,251.379322779561,12720.3,9040,5911,2.819,356795.641,1182.40134426401,,8127,805.831815195203,,59.2770989769128,33083
